year,area_sqft,declared_value,sro_name,distance_to_metro_m,property_type,treated,post,price_sqft
2020,2000,8884812,Chromepet,2365,Apartment,0,1,4442.41
2020,3000,13289490,Nanganallur,1269,House,0,1,4429.83
2023,1200,10902367,Alandur,612,House,1,1,9085.31
2016,2500,9309121,Alandur,660,Plot,1,1,3723.65
2017,1500,8762751,Guindy,635,Apartment,1,1,5841.83
2014,1500,6070644,Nanganallur,1258,Commercial,0,0,4047.1
2012,1000,2454836,Chromepet,3484,Apartment,0,0,2454.84
2013,800,4559094,Mylapore,2701,House,0,0,5698.87
2023,2000,19410457,Saidapet,313,Apartment,1,1,9705.23
2022,2500,18352222,Nanganallur,1337,Commercial,0,1,7340.89
2017,1500,7426122,Guindy,798,Plot,1,1,4950.75
2017,1500,9258208,Alandur,455,House,1,1,6172.14
2011,2000,8420783,Saidapet,324,House,1,0,4210.39
2015,2000,7805435,Nanganallur,1550,Apartment,0,1,3902.72
2011,1000,2714248,Nanganallur,844,Apartment,1,0,2714.25
2021,800,4787427,Adyar,1903,Plot,0,1,5984.28
2017,1200,9484398,Adyar,2832,House,0,1,7903.67
2012,1200,5287704,T. Nagar,562,Apartment,1,0,4406.42
2020,2000,16454850,Adyar,1714,House,0,1,8227.43
2016,800,3883857,Alandur,985,Apartment,1,1,4854.82
2014,1000,4890153,Saidapet,869,House,1,0,4890.15
2022,1500,7784847,Chromepet,3342,House,0,1,5189.9
2021,1000,12073076,Guindy,593,Commercial,1,1,12073.08
2020,800,3449236,Nanganallur,2335,Apartment,0,1,4311.55
2021,1000,5889198,Ekkattuthangal,475,Apartment,1,1,5889.2
2018,600,2964638,Guindy,756,Plot,1,1,4941.06
2018,2500,8708424,Tambaram,4043,Apartment,0,1,3483.37
2020,1000,6469010,Ekkattuthangal,451,House,1,1,6469.01
2023,1200,9069825,Alandur,350,Apartment,1,1,7558.19
2018,2000,14964075,Saidapet,603,House,1,1,7482.04
2022,1500,6192662,Tambaram,2154,Apartment,0,1,4128.44
2011,1200,3188887,Chromepet,1591,Apartment,0,0,2657.41
2022,2000,20786832,Saidapet,472,Commercial,1,1,10393.42
2013,2000,6426631,Adyar,1865,Plot,0,0,3213.32
2014,2000,8922141,Nanganallur,1869,Commercial,0,0,4461.07
2020,1200,5517270,Chromepet,2641,House,0,1,4597.73
2017,1200,5549741,Nanganallur,947,House,1,1,4624.78
2014,2500,6889632,Chromepet,1800,Apartment,0,0,2755.85
2022,2000,10900412,Chromepet,3037,Apartment,0,1,5450.21
2018,3000,22040691,Mylapore,2395,Apartment,0,1,7346.9
2022,2000,18774240,Adyar,2560,House,0,1,9387.12
2014,1000,6047396,Mylapore,2935,Apartment,0,0,6047.4
2014,1000,3435998,Nanganallur,2015,Apartment,0,0,3436.0
2013,2000,10367130,T. Nagar,220,Apartment,1,0,5183.57
2021,1000,7345459,Ekkattuthangal,946,House,1,1,7345.46
2019,1000,6821482,Ekkattuthangal,592,House,1,1,6821.48
2015,2000,12926817,Guindy,253,House,1,1,6463.41
2017,2500,18974648,T. Nagar,675,House,1,1,7589.86
2012,1500,6944888,Adyar,2461,Apartment,0,0,4629.93
2020,1200,9169504,T. Nagar,665,Apartment,1,1,7641.25
2014,800,3020507,Nanganallur,1944,House,0,0,3775.63
2023,1500,8830785,Nanganallur,1191,House,0,1,5887.19
2018,800,2819323,Tambaram,3025,Apartment,0,1,3524.15
2022,2000,20999846,Mylapore,2273,House,0,1,10499.92
2022,2500,19210283,Saidapet,860,Apartment,1,1,7684.11
2016,2000,17550114,Guindy,509,Commercial,1,1,8775.06
2020,600,2408609,Nanganallur,1355,Plot,0,1,4014.35
2020,1200,11013384,Mylapore,2986,House,0,1,9177.82
2017,1200,5149495,Nanganallur,856,Apartment,1,1,4291.25
2019,800,4688886,Chromepet,1609,Commercial,0,1,5861.11
2021,1200,6375431,Chromepet,1524,Commercial,0,1,5312.86
2011,1000,5684855,Adyar,2455,Commercial,0,0,5684.86
2012,2000,9776268,Guindy,328,House,1,0,4888.13
2022,1200,9805483,Mylapore,2965,Apartment,0,1,8171.24
2012,2000,6814669,Guindy,238,Plot,1,0,3407.33
2013,1000,4471924,Alandur,291,House,1,0,4471.92
2021,1000,4790026,Chromepet,2802,Apartment,0,1,4790.03
2016,1200,5829277,Ekkattuthangal,709,Apartment,1,1,4857.73
2022,1500,5822098,Chromepet,2773,Plot,0,1,3881.4
2015,2000,10317929,Saidapet,838,Apartment,1,1,5158.96
2022,1000,10647235,Adyar,2135,Commercial,0,1,10647.24
2019,1000,5491150,Alandur,1094,Apartment,0,1,5491.15
2017,1500,6902516,Chromepet,2259,Commercial,0,1,4601.68
2014,1500,5453468,Ekkattuthangal,876,Apartment,1,0,3635.65
2015,800,3648010,Ekkattuthangal,520,Apartment,1,1,4560.01
2015,600,2810032,Alandur,865,Apartment,1,1,4683.39
2011,1200,2950530,Chromepet,1856,Apartment,0,0,2458.78
2015,1000,4821365,Mylapore,1498,Plot,0,1,4821.37
2023,1200,11843937,Adyar,1817,House,0,1,9869.95
2018,2500,19132604,Guindy,170,House,1,1,7653.04
2016,1200,7327705,T. Nagar,526,Apartment,1,1,6106.42
2012,1200,3378026,Nanganallur,803,Apartment,1,0,2815.02
2012,1200,7885156,Adyar,2171,Commercial,0,0,6570.96
2019,2000,15570079,T. Nagar,659,Apartment,1,1,7785.04
2023,1000,7251034,Alandur,674,Apartment,1,1,7251.03
2021,1500,5950859,Chromepet,3915,Apartment,0,1,3967.24
2016,800,3937727,Chromepet,2060,Commercial,0,1,4922.16
2011,1500,6460621,Adyar,2097,House,0,0,4307.08
2021,2500,24809587,Mylapore,2474,House,0,1,9923.83
2022,2000,16597195,Alandur,713,Apartment,1,1,8298.6
2019,1200,6816070,Guindy,213,Plot,1,1,5680.06
2017,1200,3288494,Chromepet,1706,Plot,0,1,2740.41
2023,1500,15216258,Guindy,136,House,1,1,10144.17
2013,1000,3418812,Alandur,1069,Apartment,0,0,3418.81
2021,1200,5784845,Ekkattuthangal,879,Plot,1,1,4820.7
2020,1500,11684047,Adyar,1652,Apartment,0,1,7789.37
2018,2500,20049446,T. Nagar,554,Apartment,1,1,8019.78
2015,1000,5992156,Guindy,244,Apartment,1,1,5992.16
2018,600,3602859,Alandur,694,Apartment,1,1,6004.77
2022,2000,17089320,Guindy,477,Apartment,1,1,8544.66
2020,2500,19304910,Guindy,170,Apartment,1,1,7721.96
2015,1500,3955511,Tambaram,2155,Apartment,0,1,2637.01
2023,1500,12998720,Nanganallur,1880,Commercial,0,1,8665.81
2019,1200,9574496,T. Nagar,472,Apartment,1,1,7978.75
2022,1000,9087579,Adyar,2659,Apartment,0,1,9087.58
2011,2500,10534256,Adyar,1400,House,0,0,4213.7
2020,1200,8382615,Mylapore,2102,Plot,0,1,6985.51
2012,1200,4647306,Guindy,522,Apartment,1,0,3872.76
2014,800,3470767,Guindy,650,Apartment,1,0,4338.46
2020,1500,6907843,Ekkattuthangal,445,Plot,1,1,4605.23
2021,1200,8856311,Guindy,443,Apartment,1,1,7380.26
2023,2000,18001618,Mylapore,3123,House,0,1,9000.81
2015,1200,6003744,Alandur,570,Apartment,1,1,5003.12
2022,800,10701544,Saidapet,226,Commercial,1,1,13376.93
2018,1500,9605866,Saidapet,627,House,1,1,6403.91
2019,1000,6129069,Nanganallur,1310,Commercial,0,1,6129.07
2012,1200,4535683,T. Nagar,696,Apartment,1,0,3779.74
2017,1000,3782342,Nanganallur,1982,Apartment,0,1,3782.34
2018,1500,10218619,Adyar,1267,Apartment,0,1,6812.41
2022,1000,6532785,Saidapet,785,Plot,1,1,6532.79
2013,800,2095650,Tambaram,3502,House,0,0,2619.56
2020,1200,6483007,Nanganallur,844,Apartment,1,1,5402.51
2012,2500,6970950,Nanganallur,2180,Apartment,0,0,2788.38
2023,800,7926180,Guindy,618,House,1,1,9907.73
2011,2000,8177703,Adyar,1799,Apartment,0,0,4088.85
2018,2000,6329861,Nanganallur,2339,Plot,0,1,3164.93
2018,1200,4199755,Tambaram,2868,House,0,1,3499.8
2023,1500,8919094,Alandur,1063,Apartment,0,1,5946.06
2013,3000,16801879,Mylapore,2664,House,0,0,5600.63
2021,1000,6623265,Chromepet,2890,Commercial,0,1,6623.27
2018,2000,6152996,Chromepet,3943,Plot,0,1,3076.5
2019,1500,10040484,Chromepet,3900,Commercial,0,1,6693.66
2018,1500,11211201,T. Nagar,408,Apartment,1,1,7474.13
2012,600,1711517,Chromepet,2639,Apartment,0,0,2852.53
2016,1200,6559429,Adyar,2289,Apartment,0,1,5466.19
2017,1200,3491697,Tambaram,4443,Apartment,0,1,2909.75
2016,2000,6914608,Nanganallur,1914,Apartment,0,1,3457.3
2015,1000,8892127,Guindy,683,Commercial,1,1,8892.13
2015,1500,7858034,Saidapet,438,Apartment,1,1,5238.69
2020,3000,11855114,Chromepet,3114,Apartment,0,1,3951.7
2016,1200,9261129,Adyar,1424,House,0,1,7717.61
2022,2000,19860348,Ekkattuthangal,674,Commercial,1,1,9930.17
2020,1000,9576279,Mylapore,3282,House,0,1,9576.28
2017,2500,13760339,Nanganallur,1252,Commercial,0,1,5504.14
2013,1000,2744535,Chromepet,1850,House,0,0,2744.54
2018,2500,16639720,Alandur,252,Apartment,1,1,6655.89
2021,2000,19105743,Guindy,541,House,1,1,9552.87
2022,2500,19240911,T. Nagar,440,Plot,1,1,7696.36
2013,800,2545325,Nanganallur,1395,Apartment,0,0,3181.66
2019,1200,4527357,Chromepet,2080,Apartment,0,1,3772.8
2015,3000,9202813,Chromepet,2001,Apartment,0,1,3067.6
2015,1500,4283515,Chromepet,3224,House,0,1,2855.68
2015,1500,4773103,Chromepet,3107,Apartment,0,1,3182.07
2023,1200,9318075,Alandur,296,Apartment,1,1,7765.06
2021,1000,9957415,Ekkattuthangal,737,Commercial,1,1,9957.42
2015,1200,7824646,Mylapore,3032,House,0,1,6520.54
2016,2000,15199035,Mylapore,1770,Commercial,0,1,7599.52
2020,1000,3839512,Tambaram,3689,House,0,1,3839.51
2016,2500,12029919,Alandur,614,Apartment,1,1,4811.97
2016,3000,11001767,Nanganallur,1211,Apartment,0,1,3667.26
2019,1000,4223876,Tambaram,3096,House,0,1,4223.88
2015,1500,13695498,Adyar,2444,Commercial,0,1,9130.33
2020,1500,5063960,Tambaram,2282,Apartment,0,1,3375.97
2013,1000,3589639,Nanganallur,1948,House,0,0,3589.64
2020,2000,12859567,Ekkattuthangal,877,House,1,1,6429.78
2021,600,3829565,Guindy,308,Plot,1,1,6382.61
2013,1000,2711732,Tambaram,4542,House,0,0,2711.73
2018,2000,6558981,Chromepet,3996,Apartment,0,1,3279.49
2021,1000,8232108,Alandur,265,House,1,1,8232.11
2014,1200,5047399,Guindy,214,Apartment,1,0,4206.17
2012,2500,4306789,Chromepet,2598,Plot,0,0,1722.72
2011,1500,5567066,Guindy,637,Apartment,1,0,3711.38
2017,1200,3449972,Tambaram,3918,Apartment,0,1,2874.98
2018,2000,14135443,Guindy,287,Apartment,1,1,7067.72
2019,1200,8030316,Alandur,688,House,1,1,6691.93
2023,800,7154128,Mylapore,2018,Apartment,0,1,8942.66
2014,1000,3945696,Alandur,317,Apartment,1,0,3945.7
2014,1500,6567205,Saidapet,220,House,1,0,4378.14
2016,1200,6562780,Adyar,2508,Apartment,0,1,5468.98
2012,1500,6664065,Guindy,200,House,1,0,4442.71
2020,1000,8300970,Guindy,198,House,1,1,8300.97
2015,1200,10659345,T. Nagar,272,Commercial,1,1,8882.79
2017,1500,9486809,Adyar,1469,Apartment,0,1,6324.54
2023,1500,12724402,Guindy,168,Apartment,1,1,8482.94
2012,2500,10014205,Alandur,349,Apartment,1,0,4005.68
2020,1200,6057824,Nanganallur,1431,Apartment,0,1,5048.19
2011,1000,4608498,Saidapet,640,Commercial,1,0,4608.5
2016,2500,9514141,Chromepet,1819,Apartment,0,1,3805.66
2019,800,7790355,Alandur,819,Commercial,1,1,9737.94
2018,2000,10495889,Alandur,1054,House,0,1,5247.94
2023,1000,4023996,Nanganallur,2404,Plot,0,1,4024.0
2019,800,5986272,T. Nagar,623,Apartment,1,1,7482.84
2013,1200,5097413,Saidapet,261,House,1,0,4247.84
2022,1500,8503282,Nanganallur,1608,Apartment,0,1,5668.86
2012,1200,4637385,Saidapet,551,Apartment,1,0,3864.49
2019,1200,12210918,Mylapore,2082,Commercial,0,1,10175.77
2017,600,2566976,Nanganallur,1685,Apartment,0,1,4278.29
2022,2000,12032670,Nanganallur,1610,House,0,1,6016.34
2012,2500,10377068,Guindy,583,Apartment,1,0,4150.83
2022,1000,9349047,Alandur,807,Commercial,1,1,9349.05
2023,1200,11041964,Saidapet,690,Apartment,1,1,9201.64
2018,1200,9136490,Mylapore,2322,House,0,1,7613.74
2017,800,5860547,T. Nagar,562,House,1,1,7325.68
2020,1200,9557100,Adyar,2870,Apartment,0,1,7964.25
2015,1500,4935542,Chromepet,3408,House,0,1,3290.36
2020,3000,21601686,Saidapet,316,Apartment,1,1,7200.56
2011,1000,2658851,Chromepet,3211,Apartment,0,0,2658.85
2023,2000,19701199,Guindy,545,Apartment,1,1,9850.6
2020,1500,7134151,Nanganallur,1573,House,0,1,4756.1
2012,1200,4335774,Adyar,2327,Plot,0,0,3613.15
2017,1000,3750115,Chromepet,3024,Apartment,0,1,3750.12
2012,1200,5274980,T. Nagar,335,Apartment,1,0,4395.82
2011,1200,3423616,Chromepet,2203,House,0,0,2853.01
2023,600,5421758,Saidapet,723,House,1,1,9036.26
2014,2000,8848251,Mylapore,2829,Plot,0,0,4424.13
2021,800,3872996,Chromepet,3524,Apartment,0,1,4841.25
2012,2000,9644841,T. Nagar,364,House,1,0,4822.42
2015,1000,3006752,Tambaram,4880,House,0,1,3006.75
2017,800,2481098,Tambaram,4853,Apartment,0,1,3101.37
2022,2000,17185868,Adyar,2223,Apartment,0,1,8592.93
2013,2000,15785335,Mylapore,3179,Commercial,0,0,7892.67
2015,600,1978182,Ekkattuthangal,692,Plot,1,1,3296.97
2017,600,4258231,Guindy,772,House,1,1,7097.05
2015,2500,14329895,Adyar,1300,Apartment,0,1,5731.96
2023,1500,12825851,Ekkattuthangal,319,Apartment,1,1,8550.57
2011,2000,6169532,Nanganallur,2146,House,0,0,3084.77
2013,800,3699329,T. Nagar,520,House,1,0,4624.16
2022,1200,5052172,Nanganallur,1186,Plot,0,1,4210.14
2011,1200,5359905,Mylapore,3181,Apartment,0,0,4466.59
2019,800,3212640,Chromepet,2050,Apartment,0,1,4015.8
2022,1500,13941861,Mylapore,2279,Apartment,0,1,9294.57
2014,1000,4009140,Saidapet,726,Apartment,1,0,4009.14
2011,1200,2426953,Tambaram,2977,Apartment,0,0,2022.46
2011,1000,4453812,Adyar,1956,Apartment,0,0,4453.81
2021,1200,7878735,Adyar,1256,Plot,0,1,6565.61
2023,1200,14813356,Adyar,2663,Commercial,0,1,12344.46
2012,2500,11429928,Guindy,587,House,1,0,4571.97
2018,1200,5139300,Nanganallur,1794,Apartment,0,1,4282.75
2020,800,6131405,Alandur,1091,Commercial,0,1,7664.26
2017,1200,7658547,Guindy,691,Apartment,1,1,6382.12
2022,1500,12350622,Mylapore,3445,Apartment,0,1,8233.75
2014,800,2134322,Tambaram,3306,House,0,0,2667.9
2014,1200,5691474,Ekkattuthangal,558,Commercial,1,0,4742.9
2023,1000,11854368,Saidapet,662,Commercial,1,1,11854.37
2020,1000,4360363,Nanganallur,1613,Apartment,0,1,4360.36
2018,3000,15046449,Mylapore,1895,Plot,0,1,5015.48
2014,1000,3114360,Tambaram,4335,House,0,0,3114.36
2016,800,6232463,Mylapore,2315,House,0,1,7790.58
2021,2000,15687131,Ekkattuthangal,534,Commercial,1,1,7843.57
2023,800,6464146,Ekkattuthangal,762,House,1,1,8080.18
2014,2500,11719343,Saidapet,283,Apartment,1,0,4687.74
2021,800,7885867,Mylapore,3129,House,0,1,9857.33
2012,1200,4222850,Saidapet,638,Apartment,1,0,3519.04
2018,600,4226804,Adyar,2301,Apartment,0,1,7044.67
2013,1200,4954523,Ekkattuthangal,470,House,1,0,4128.77
2019,800,4709515,Mylapore,1920,Plot,0,1,5886.89
2011,1000,2290174,Chromepet,3181,Apartment,0,0,2290.17
2013,1500,6394045,Nanganallur,1013,Commercial,0,0,4262.7
2017,1200,7581465,Saidapet,598,House,1,1,6317.89
2016,800,4371192,Guindy,515,Apartment,1,1,5463.99
2018,2000,14068737,Saidapet,428,House,1,1,7034.37
2011,800,1732542,Nanganallur,1847,Plot,0,0,2165.68
2015,1500,6369023,Mylapore,3342,Plot,0,1,4246.02
2018,800,4532788,Saidapet,479,Apartment,1,1,5665.99
2011,1200,5624592,Mylapore,2392,Apartment,0,0,4687.16
2018,1200,6831508,Ekkattuthangal,306,Apartment,1,1,5692.92
2014,1200,3216526,Ekkattuthangal,785,Apartment,1,0,2680.44
2020,1000,5276521,Ekkattuthangal,666,Plot,1,1,5276.52
2017,2500,24017792,Mylapore,2234,Commercial,0,1,9607.12
2013,1000,2867671,Chromepet,2827,House,0,0,2867.67
2014,1500,4350941,Chromepet,2292,Apartment,0,0,2900.63
2014,1500,9881472,Mylapore,2497,House,0,0,6587.65
2011,1200,4782583,Ekkattuthangal,934,Commercial,1,0,3985.49
2012,2000,7685594,Saidapet,658,Apartment,1,0,3842.8
2023,1500,10368637,Mylapore,3427,Plot,0,1,6912.42
2022,1000,6051678,Chromepet,2237,House,0,1,6051.68
2016,2000,12966328,Guindy,722,Apartment,1,1,6483.16
2018,800,4856380,Alandur,538,Apartment,1,1,6070.48
2018,2500,18137861,Mylapore,1536,House,0,1,7255.14
2018,600,4396240,Adyar,2141,Apartment,0,1,7327.07
2021,1000,9583994,Mylapore,2206,House,0,1,9583.99
2022,2000,31317773,Mylapore,2969,Commercial,0,1,15658.89
2023,2500,20472686,Alandur,623,Apartment,1,1,8189.07
2020,1500,11682270,Ekkattuthangal,496,House,1,1,7788.18
2019,1200,7676155,Guindy,375,Apartment,1,1,6396.8
2011,1500,4086929,Chromepet,2420,Apartment,0,0,2724.62
2017,800,3480382,Nanganallur,963,Apartment,1,1,4350.48
2023,1000,5182536,Nanganallur,1699,Apartment,0,1,5182.54
2016,1200,8603245,Alandur,664,Commercial,1,1,7169.37
2020,600,5212398,Mylapore,3160,House,0,1,8687.33
2021,2500,22237591,Adyar,1839,House,0,1,8895.04
2023,1000,4601844,Tambaram,2353,Apartment,0,1,4601.84
2022,1200,5924439,Tambaram,4711,Apartment,0,1,4937.03
2011,1500,9084489,Mylapore,1862,Commercial,0,0,6056.33
2018,1500,6244827,Tambaram,3046,House,0,1,4163.22
2020,1500,13320097,Ekkattuthangal,539,Commercial,1,1,8880.07
2013,1500,5297144,Tambaram,3394,Commercial,0,0,3531.43
2017,800,5619286,Adyar,2772,House,0,1,7024.11
2021,800,8304849,Guindy,151,House,1,1,10381.06
2020,1200,8315633,Mylapore,2931,Apartment,0,1,6929.69
2011,1200,4727689,Saidapet,219,House,1,0,3939.74
2020,1000,3611843,Tambaram,4659,Apartment,0,1,3611.84
2019,2000,15193219,Adyar,2112,Apartment,0,1,7596.61
2022,800,4546161,Nanganallur,1433,Apartment,0,1,5682.7
2019,2500,11664909,Nanganallur,981,Apartment,1,1,4665.96
2021,1200,5754870,Chromepet,2609,Apartment,0,1,4795.73
2016,1500,6819300,Ekkattuthangal,903,House,1,1,4546.2
2017,3000,20788624,Mylapore,2757,Apartment,0,1,6929.54
2011,1500,3588224,Nanganallur,1927,Apartment,0,0,2392.15
2021,1200,9732862,Mylapore,3066,Apartment,0,1,8110.72
2013,800,4488667,Guindy,493,Commercial,1,0,5610.83
2017,1200,7654222,Guindy,327,Apartment,1,1,6378.52
2019,2500,11261392,Nanganallur,2202,House,0,1,4504.56
2015,1500,5854144,Nanganallur,1003,House,0,1,3902.76
2013,800,2147379,Ekkattuthangal,798,Plot,1,0,2684.22
2011,800,3094994,Adyar,2735,Apartment,0,0,3868.74
2017,2500,15543215,Adyar,2077,Apartment,0,1,6217.29
2020,1000,4813484,Tambaram,3926,Commercial,0,1,4813.48
2019,2000,14764333,Guindy,110,Apartment,1,1,7382.17
2020,1000,5746616,Adyar,1794,Plot,0,1,5746.62
2012,1200,7082481,Guindy,495,Commercial,1,0,5902.07
2019,1000,6369795,Saidapet,558,Apartment,1,1,6369.8
2017,3000,19749009,Saidapet,215,Apartment,1,1,6583.0
2021,600,3250210,Saidapet,496,Plot,1,1,5417.02
2013,2000,13148877,Adyar,1814,House,0,0,6574.44
2011,1200,3075012,Chromepet,2849,House,0,0,2562.51
2011,1200,5852493,Adyar,2376,House,0,0,4877.08
2023,1000,8016844,Guindy,548,Apartment,1,1,8016.84
2019,1200,9322751,T. Nagar,615,House,1,1,7768.96
2014,800,5736826,Adyar,2995,Commercial,0,0,7171.03
2017,1500,6177052,Nanganallur,2308,Apartment,0,1,4118.03
2022,1200,6750885,Alandur,662,Plot,1,1,5625.74
2012,800,3630047,T. Nagar,502,House,1,0,4537.56
2021,1000,8825155,Guindy,688,Apartment,1,1,8825.16
2011,1000,4497745,T. Nagar,468,House,1,0,4497.75
2015,1200,7185857,Guindy,276,House,1,1,5988.21
2012,800,1973708,Tambaram,3656,Apartment,0,0,2467.14
2021,1000,11337539,Adyar,1222,Commercial,0,1,11337.54
2016,1500,5410713,Nanganallur,1120,House,0,1,3607.14
2018,1200,9922295,Mylapore,3498,Apartment,0,1,8268.58
2020,3000,19284688,Nanganallur,1538,Commercial,0,1,6428.23
2017,800,2795428,Chromepet,2050,Apartment,0,1,3494.29
2012,800,2848574,Guindy,240,Plot,1,0,3560.72
2012,2000,6066054,Tambaram,4747,Commercial,0,0,3033.03
2018,1200,5383368,Nanganallur,2146,Apartment,0,1,4486.14
2012,1200,5918107,Adyar,2110,Apartment,0,0,4931.76
2012,800,3391366,Saidapet,283,House,1,0,4239.21
2018,1200,7869873,Guindy,389,Apartment,1,1,6558.23
2017,800,4293006,Alandur,822,Apartment,1,1,5366.26
2011,2000,8802323,Guindy,385,House,1,0,4401.16
2017,1500,14711602,Mylapore,3286,Commercial,0,1,9807.73
2011,600,2048842,Nanganallur,1120,Commercial,0,0,3414.74
2017,1500,8020777,Ekkattuthangal,865,Apartment,1,1,5347.19
2020,1500,8450028,Chromepet,2215,Commercial,0,1,5633.35
2018,1200,5395120,Chromepet,1884,House,0,1,4495.93
2014,1500,7293979,Guindy,684,House,1,0,4862.65
2014,1200,6624019,Mylapore,1956,Apartment,0,0,5520.02
2016,1200,7036712,Adyar,2936,Apartment,0,1,5863.93
2015,2000,12807031,Adyar,1663,House,0,1,6403.52
2020,600,6618834,Guindy,291,Commercial,1,1,11031.39
2014,600,2468278,Guindy,677,Apartment,1,0,4113.8
2023,600,3166296,Ekkattuthangal,943,Plot,1,1,5277.16
2019,2000,17098169,Mylapore,2890,House,0,1,8549.08
2022,3000,22809596,Ekkattuthangal,692,House,1,1,7603.2
2020,1000,7310049,Ekkattuthangal,916,House,1,1,7310.05
2019,1000,7067078,Adyar,2385,Apartment,0,1,7067.08
2012,2500,15149211,T. Nagar,436,Commercial,1,0,6059.68
2014,1000,4450895,Ekkattuthangal,327,House,1,0,4450.9
2016,1200,8604578,T. Nagar,253,House,1,1,7170.48
2023,2000,14888872,Guindy,287,Apartment,1,1,7444.44
2011,2000,7394676,Saidapet,579,House,1,0,3697.34
2011,3000,9936463,Guindy,232,Apartment,1,0,3312.15
2012,800,3173357,Guindy,468,Apartment,1,0,3966.7
2019,1200,7344468,Guindy,594,Apartment,1,1,6120.39
2011,2000,7489044,Saidapet,741,House,1,0,3744.52
2020,1500,14246415,Alandur,303,Commercial,1,1,9497.61
2020,2000,10649789,Adyar,2683,Plot,0,1,5324.89
2020,2500,18306106,Saidapet,743,Apartment,1,1,7322.44
2012,1200,5910229,Mylapore,1831,Apartment,0,0,4925.19
2014,1500,5770315,Ekkattuthangal,598,House,1,0,3846.88
2020,1200,8882930,Saidapet,553,House,1,1,7402.44
2020,1200,6076497,Nanganallur,1507,Apartment,0,1,5063.75
2013,1000,4186404,T. Nagar,658,Apartment,1,0,4186.4
2017,2500,18115948,Mylapore,2498,Apartment,0,1,7246.38
2020,1000,7710084,T. Nagar,308,Apartment,1,1,7710.08
2019,1200,6621902,Saidapet,343,Plot,1,1,5518.25
2016,1000,4348366,Ekkattuthangal,715,Apartment,1,1,4348.37
2020,2000,9392499,Nanganallur,1479,Apartment,0,1,4696.25
2017,2000,8030605,Tambaram,2329,House,0,1,4015.3
2023,1200,3911414,Tambaram,3986,Plot,0,1,3259.51
2020,2000,12118069,Saidapet,509,Apartment,1,1,6059.03
2013,800,4611506,T. Nagar,285,Apartment,1,0,5764.38
2011,1200,5753069,Guindy,327,Commercial,1,0,4794.22
2014,1500,5110777,Alandur,897,Plot,1,0,3407.19
2014,1200,5805376,Ekkattuthangal,735,Commercial,1,0,4837.81
2020,800,3341493,Tambaram,2076,Apartment,0,1,4176.87
2013,600,1420709,Chromepet,3635,Apartment,0,0,2367.85
2020,1200,6824116,Nanganallur,1516,House,0,1,5686.76
2011,800,3933810,Alandur,392,Commercial,1,0,4917.26
2021,600,4404425,Saidapet,423,Apartment,1,1,7340.71
2021,1500,11938108,Alandur,265,House,1,1,7958.74
2012,800,3376541,Guindy,431,Apartment,1,0,4220.68
2017,800,5706210,Guindy,562,Apartment,1,1,7132.76
2022,1500,6770035,Tambaram,3269,Apartment,0,1,4513.36
2016,1500,5053582,Tambaram,3587,Apartment,0,1,3369.06
2019,1000,4936905,Tambaram,4605,Commercial,0,1,4936.91
2019,1200,12381738,Adyar,1260,Commercial,0,1,10318.12
2013,2500,11019575,Guindy,761,Apartment,1,0,4407.83
2019,1500,9370014,Saidapet,694,Apartment,1,1,6246.68
2021,2000,11619217,Tambaram,2794,Commercial,0,1,5809.61
2023,2000,9065622,Tambaram,2375,Apartment,0,1,4532.81
2019,1000,7545761,Ekkattuthangal,942,Commercial,1,1,7545.76
2017,600,3576468,Saidapet,222,Apartment,1,1,5960.78
2012,2000,5554123,Alandur,954,Plot,1,0,2777.06
2021,1500,13493514,Mylapore,2020,House,0,1,8995.68
2022,2500,15529521,Tambaram,3388,Commercial,0,1,6211.81
2014,1500,5541974,Ekkattuthangal,874,Apartment,1,0,3694.65
2019,2000,14358466,Saidapet,710,House,1,1,7179.23
2019,2000,13930553,Guindy,308,Apartment,1,1,6965.28
2012,1200,3325487,Tambaram,2629,Commercial,0,0,2771.24
2020,600,4301765,Guindy,445,Apartment,1,1,7169.61
2013,1000,4654082,Mylapore,2606,Apartment,0,0,4654.08
2017,1200,4028091,Chromepet,3902,Apartment,0,1,3356.74
2011,2500,6346689,Chromepet,3640,Apartment,0,0,2538.68
2011,1000,3497432,Guindy,445,Apartment,1,0,3497.43
2013,1500,4940264,Saidapet,579,Apartment,1,0,3293.51
2020,800,3852376,Nanganallur,1838,Apartment,0,1,4815.47
2022,1000,8725966,Guindy,450,Apartment,1,1,8725.97
2016,2500,13622778,Saidapet,630,Apartment,1,1,5449.11
2017,1000,2890770,Tambaram,2252,House,0,1,2890.77
2015,2500,17856210,T. Nagar,448,House,1,1,7142.48
2016,1200,12316509,Mylapore,3235,Commercial,0,1,10263.76
2016,1000,5782281,Guindy,627,Apartment,1,1,5782.28
2016,2000,7462578,Chromepet,3107,House,0,1,3731.29
2021,1500,9847075,Nanganallur,2057,Commercial,0,1,6564.72
2014,1500,7723589,T. Nagar,500,Apartment,1,0,5149.06
2023,1000,8721441,Mylapore,2173,Apartment,0,1,8721.44
2012,2000,7176864,Ekkattuthangal,417,Apartment,1,0,3588.43
2019,1500,8407796,Nanganallur,1043,House,0,1,5605.2
2021,800,6398576,Adyar,2296,House,0,1,7998.22
2023,2000,11170481,Chromepet,3379,Apartment,0,1,5585.24
